,Organism
6160,Pachysolen tannophilus
6161,Pacifastacus leniusculus
6162,Padda oryzivora
6163,Paecilomyces persicinus
6164,Paecilomyces sp.
6165,Paederia scandens
6166,Paenarthrobacter aurescens
6167,Paenarthrobacter histidinolovorans
6168,Paenarthrobacter ilicis
6169,Paenarthrobacter nicotinovorans
6170,Paenarthrobacter nitroguajacolicus
6171,Paenarthrobacter ureafaciens
6172,Paenibacillus alginolyticus
6173,Paenibacillus alvei
6174,Paenibacillus amylolyticus
6175,Paenibacillus barcinonensis
6176,Paenibacillus barengoltzii
6177,Paenibacillus campinasensis
6178,Paenibacillus curdlanolyticus
6179,Paenibacillus ehimensis
6180,Paenibacillus elgii
6181,Paenibacillus fukuinensis
6182,Paenibacillus graminis
6183,Paenibacillus humicus
6184,Paenibacillus illinoisensis
6185,Paenibacillus lactis
6186,Paenibacillus larvae
6187,Paenibacillus lautus
6188,Paenibacillus macerans
6189,Paenibacillus pabuli
6190,Paenibacillus polymyxa
6191,Paenibacillus sp.
6192,Paenibacillus thermoaerophilus
6193,Paenibacillus thiaminolyticus
6194,Paenibacillus woosongensis
6195,Paeniclostridium ghonii
6196,Paeniclostridium sordellii
6197,Paeonia lactiflora
6198,Paeonia suffruticosa
6199,Pagrus major
6200,Pagrus pagrus
6201,Pagurus samuelis
6202,Palaemon carinicauda
6203,Palaemon serratus
6204,Palaeococcus ferrophilus
6205,Palamneus gravimanus
6206,Palinurus elephas
6207,Palinurus vulgaris
6208,Pallavicinia lyellii
6209,Pallenis maritima
6210,Paludibacter propionicigenes
6211,Palythoa caribaeorum
6212,Pan paniscus
6213,Pan troglodytes
6214,Panaeolus sphinctrinus
6215,Panagrellus redivivus
6216,Panagrellus silusiae
6217,Panax ginseng
6218,Panax japonicus
6219,Panax notoginseng
6220,Panax quinquefolius
6221,Panax vietnamensis
6222,Pandalus borealis
6223,Pandinus imperator
6224,Pandoraea pnomenusa
6225,Pandoraea sp.
6226,Pandoraea sputorum
6227,Pandorea sp.
6228,Panicum amarum
6229,Panicum dichotomiflorum
6230,Panicum miliaceum
6231,Panicum milioides
6232,Panicum phragmitoides
6233,Panicum schenckii
6234,Panicum sp.
6235,Panicum sumatrense
6236,Panicum virgatum
6237,Panopeus obesus
6238,Panorpa communis
6239,Panstrongylus megistus
6240,Pantoea agglomerans
6241,Pantoea ananatis
6242,Pantoea cypripedii
6243,Pantoea dispersa
6244,Pantoea stewartii
6245,Panulirus argus
6246,Panulirus japonicus
6247,Panulirus longipes
6248,Panulirus versicolor
6249,Panus rudis
6250,Panus sp.
6251,Papaver arenarium
6252,Papaver bracteatum
6253,Papaver orientale
6254,Papaver pilosum
6255,Papaver pseudo-orientale
6256,Papaver pyrenaicum
6257,Papaver rhoeas
6258,Papaver somniferum
6259,Papaver sp.
6260,papaya ringspot
6261,Papenfussiella kuromo
6262,Paphia philippinarum
6263,Papilio machaon
6264,Papilio polyxenes
6265,Papilio xuthus
6266,Papiliotrema aurea
6267,Papiliotrema flavescens
6268,Papiliotrema laurentii
6269,Papio anubis
6270,Papio cynocephalus
6271,Papio hamadryas
6272,Papio sp.
6273,Papio ursinus
6274,Parabacteroides distasonis
6275,Parabodo caudatus
6276,Paraburkholderia caledonica
6277,Paraburkholderia caribensis
6278,Paraburkholderia caryophylli
6279,Paraburkholderia fungorum
6280,Paraburkholderia graminis
6281,Paraburkholderia kururiensis
6282,Paraburkholderia phenoliruptrix
6283,Paraburkholderia phymatum
6284,Paraburkholderia phytofirmans
6285,Paraburkholderia sacchari
6286,Paraburkholderia silvatlantica
6287,Paraburkholderia terrae
6288,Paraburkholderia terricola
6289,Paraburkholderia tuberum
6290,Paraburkholderia unamae
6291,Paraburkholderia xenovorans
6292,Paracalanus parvus
6293,Paracentrotus lividus
6294,Parachlorella kessleri
6295,Paraclostridium bifermentans
6296,Paracoccidioides brasiliensis
6297,Paracoccidioides lutzii
6298,Paracoccidioides sp.
6299,Paracoccus aminophilus
6300,Paracoccus denitrificans
6301,Paracoccus haeundaensis
6302,Paracoccus pantotrophus
6303,Paracoccus seriniphilus
6304,Paracoccus sp.
6305,Paracoccus versutus
6306,Paracolobacterium aerogenoides
6307,Paracolobactrum aerogenoides
6308,Paracolobactrum coliforme
6309,Paracolobactrum sp.
6310,Paradendryphiella arenariae
6311,Paradendryphiella salina
6312,Parageobacillus caldoxylosilyticus
6313,Parageobacillus thermantarcticus
6314,Parageobacillus thermoglucosidasius
6315,Parageobacillus toebii
6316,Paragonimus westermani
6317,Parainfluenza virus
6318,Paralabrax nebulifer
6319,Paraleucophenga invicta
6320,Paralichthys dentatus
6321,Paralichthys olivaceus
6322,Paralithodes camtschaticus
6323,Paramecium aurelia
6324,Paramecium bursaria
6325,Paramecium caudatum
6326,Paramecium primaurelia
6327,Paramecium sp.
6328,Paramecium tetraurelia
6329,Paramyrothecium roridum
6330,Parapenaeus fissuroides
6331,Parapenaeus longirostris
6332,Paraphaeosphaeria minitans
6333,Paraprionospio pinnata
6334,Pararhodospirillum photometricum
6335,Parasarcophaga argyrostoma
6336,Parasola plicatilis
6337,Parastagonospora avenae
6338,Parastagonospora nodorum
6339,Parastrongyloides trichosuri
6340,Paratrimastix pyriformis
6341,Parauronema virginianum
6342,Parawixia bistriata
6343,Pareledone sp.
6344,Parengyodontium album
6345,Parietaria judaica
6346,Parkinsonia aculeata
6347,Parona signata
6348,Parophrys vetulus
6349,Paropsis atomaria
6350,Parthenium argentatum
6351,Parthenium hysterophorus
6352,Parthenocissus henryana
6353,Parthenocissus tricuspidata
6354,Parus major
6355,Parvibaculum lavamentivorans
6356,Parvimonas micra
6357,Paspalidium geminatum
6358,Paspalum dilatatum
6359,Paspalum miliaceum
6360,Paspalum notatum
6361,Paspalum paniculatum
6362,Passalora fulva
6363,Passer domesticus
6364,Passer montanus
6365,Passiflora edulis
6366,Pasteurella multocida
6367,Pasteurella sp.
6368,Pastinaca sativa
6369,Patella aspera
6370,Patella caerulea
6371,Patella vulgata
6372,Patinopecten sp.
6373,Patiria miniata
6374,Patiria pectinifera
6375,Paucimonas lemoignei
6376,Paullinia cupana
6377,Paulownia tomentosa
6378,Pavlova gyrans
6379,Pavlova lutheri
6380,Pavlova pinguis
6381,Pavo sp.
6382,pBR322 based
6383,Pea seed-borne
6384,Peanut stripe
6385,Peanut witches-broom
6386,Pecten jacobaeus
6387,Pecten maximus
6388,Pectobacterium aroidearum
6389,Pectobacterium atrosepticum
6390,Pectobacterium carotovorum
6391,Pectobacterium wasabiae
6392,Pediculus humanus
6393,Pediococcus acidilactici
6394,Pediococcus damnosus
6395,Pediococcus inopinatus
6396,Pediococcus parvulus
6397,Pediococcus pentosaceus
6398,Pediococcus pseudomonas
6399,Pediococcus sp.
6400,Pedobacter hainanensis
6401,Pedobacter heparinus
6402,Pedobacter sp.
6403,Pedomicrobium sp.
6404,Peganum harmala
6405,Pelargonium graveolens
6406,Pelargonium sp.
6407,Pelargonium x
6408,Pelliciarosea asterica
6409,Pellicularia filamentosa
6410,Pelobacter acetylenicus
6411,Pelobacter acidigallici
6412,Pelobacter carbinolicus
6413,Pelobacter massiliensis
6414,Pelobacter propionicus
6415,Pelodictyon clathratiforme
6416,Pelodictyon luteolum
6417,Pelodictyon phaeoclathratiforme
6418,Pelodiscus sinensis
6419,Pelomonas saccharophila
6420,Pelophylax esculentus
6421,Pelophylax nigromaculatus
6422,Pelophylax perezi
6423,Pelophylax ridibundus
6424,Pelotomaculum thermopropionicum
6425,Peltigera aphthosa
6426,Peltigera rufescens
6427,Peltodoris nobilis
6428,Pelvetia canaliculata
6429,Pemphis acidula
6430,Penaeus aztecus
6431,Penaeus brasiliensis
6432,Penaeus brevirostris
6433,Penaeus californiensis
6434,Penaeus chinensis
6435,Penaeus indicus
6436,Penaeus japonicus
6437,Penaeus latisulcatus
6438,Penaeus merguiensis
6439,Penaeus monodon
6440,Penaeus notialis
6441,Penaeus paulensis
6442,Penaeus penicillatus
6443,Penaeus semisulcatus
6444,Penaeus setiferus
6445,Penaeus stylirostris
6446,Penaeus vannamei
6447,Penicilliopsis clavariiformis
6448,Penicillium adametzii
6449,Penicillium amagasakiense
6450,Penicillium atrovenetum
6451,Penicillium aurantiogriseum
6452,Penicillium brasilianum
6453,Penicillium brefeldianum
6454,Penicillium brevicompactum
6455,Penicillium camemberti
6456,Penicillium candidum
6457,Penicillium canescens
6458,Penicillium capsulatum
6459,Penicillium caseoicolum
6460,Penicillium charlesii
6461,Penicillium chrysogenum
6462,Penicillium citreo-viride
6463,Penicillium citrinum
6464,Penicillium commune
6465,Penicillium crustosum
6466,Penicillium cyclopium
6467,Penicillium decumbens
6468,Penicillium digitatum
6469,Penicillium duponti
6470,Penicillium echinulatum
6471,Penicillium egyptiacum
6472,Penicillium expansum
6473,Penicillium fellutanum
6474,Penicillium freii
6475,Penicillium glabrum
6476,Penicillium glaucum
6477,Penicillium griseofulvum
6478,Penicillium griseoroseum
6479,Penicillium hirsutum
6480,Penicillium implicatum
6481,Penicillium italicum
6482,Penicillium janczewskii
6483,Penicillium janthinellum
6484,Penicillium javanicum
6485,Penicillium lanosocoeruleum
6486,Penicillium melinii
6487,Penicillium multicolor
6488,Penicillium ochrochloron
6489,Penicillium olsonii
6490,Penicillium oxalicum
6491,Penicillium palitans
6492,Penicillium parvum
6493,Penicillium paxilli
6494,Penicillium purpurascens
6495,Penicillium quadrilineatum
6496,Penicillium raistrickii
6497,Penicillium restrictum
6498,Penicillium roqueforti
6499,Penicillium sclerotiorum
6500,Penicillium simplicissimum
6501,Penicillium sp.
6502,Penicillium spp.
6503,Penicillium steckii
6504,Penicillium tardum
6505,Penicillium terrestre
6506,Penicillium toxidarium
6507,Penicillium urticae
6508,Penicillium velutinum
6509,Penicillium verrucosum
6510,Penicillium viridicatum
6511,Penicillium wortmanii
6512,Penicillium wortmanni
6513,Penicillus frequentans
6514,Peniophora lycii
6515,Peniophora sp.
6516,Pennahia argentata
6517,Pentalinon andrieuxii
6518,Pentatrichomonas hominis
6519,Peperomia rotundifolia
6520,pepper mottle
6521,Peptoclostridium acidaminophilum
6522,Peptoclostridium litorale
6523,Peptococcus anaerobius
6524,Peptococcus niger
6525,Peptococcus sp.
6526,Peptoniphilus asaccharolyticus
6527,Peptostreptococcus anaerobius
6528,Peptostreptococcus glycinophilus
6529,Peptostreptococcus sp.
6530,Perameles nasuta
6531,Peranema trichophorum
6532,Perca flavescens
6533,Perca fluviatilis
6534,Perenniporia medulla-panis
6535,Perenniporia tephropora
6536,Pericallis cruenta
6537,Pericallis hybrida
6538,Periconia byssoides
6539,Periconia circinata
6540,Periconia sp.
6541,Peridinium triquetrum
6542,Perilla citriodora
6543,Perilla frutescens
6544,Perilla setoyensis
6545,Perinereis brevicirris
6546,Perinereis nuntia
6547,Perinereis sp.
6548,Periplaneta americana
6549,Periplaneta brunnea
6550,Periploca sepium
6551,Perkinsus marinus
6552,Perkinsus olseni
6553,Perna perna
6554,Perna viridis
6555,Peromyscus maniculatus
6556,Persea americana
6557,Persea sp.
6558,Persephonella hydrogeniphila
6559,Persephonella marina
6560,Persicaria hydropiper
6561,Persicaria lapathifolia
6562,Persicaria minor
6563,Persicaria odorata
6564,Persicaria tinctoria
6565,Persicobacter sp.
6566,Perumytilus purpuratus
6567,Pestalotiopsis microspora
6568,Pestalotiopsis sp.
6569,Petiveria alliacea
6570,Petricolaria pholadiformis
6571,Petromyzon marinus
6572,Petroselinum crispum
6573,Petroselinum sp.
6574,Petrotoga mobilis
6575,Petunia axillaris
6576,Petunia integrifolia
6577,Petunia sp.
6578,Petunia x
6579,Peucedanum praeruptorum
6580,Peumus boldus
6581,Peziza petersii
6582,Phacelia tanacetifolia
6583,Phaedon cochleariae
6584,Phaeobacter gallaeciensis
6585,Phaeobacter inhibens
6586,Phaeococcomyces sp.
6587,Phaeocystis antarctica
6588,Phaeocystis globosa
6589,Phaeodactylum tricornutum
6590,Phaeolus schweinitzii
6591,Phaeosphaeria sp.
6592,Phaeospirillum fulvum
6593,Phaeospirillum molischianum
6594,Phaeotheca triangularis
6595,Phaffia rhodozyma
6596,Phage E
6597,Phage LSB-1
6598,Phage TS2126
6599,Phage Vi
6600,Phagocata sibirica
6601,Phalaenopsis amabilis
6602,Phalaenopsis hybrid
6603,Phalaenopsis sp.
6604,Phalaris aquatica
6605,Phalaris arundinacea
6606,Phalera bucephala
6607,Phallus impudicus
6608,Phanerochaete chrysosporium
6609,Phanerochaete flavidoalba
6610,Phanerochaete gigantea
6611,Phanerochaete laevis
6612,Phanerochaete sanguinea
6613,Phanerochaete sordida
6614,Phanerochaete sp.
6615,Phascolarctos cinereus
6616,Phascolomyces articulosus
6617,Phascolopsis gouldii
6618,Phascolopsis sp.
6619,Phascolosoma sp.
6620,Phascolosoma vulgare
6621,Phaseolus acutifolius
6622,Phaseolus carteri
6623,Phaseolus coccineus
6624,Phaseolus lunatus
6625,Phaseolus sp.
6626,Phaseolus vulgaris
6627,Phasianus colchicus
6628,Phasianus versicolor
6629,Phelipanche aegyptiaca
6630,Phelipanche ramosa
6631,Phellinus noxius
6632,Phellinus pomaceus
6633,Phellinus ribis
6634,Phellinus rimosus
6635,Phellinus robustus
6636,Phellinus trivialis
6637,Phenacoccus solenopsis
6638,Phenylobacterium immobile
6639,Phenylobacterium sp.
6640,Phialocephala lagerbergii
6641,Phialocephala podophylli
6642,Phialophora sp.
6643,Philothamnus punctatus
6644,Phlebia brevispora
6645,Phlebia fascicularia
6646,Phlebia floridensis
6647,Phlebia lindtneri
6648,Phlebia radiata
6649,Phlebia tremellosa
6650,Phlebiopsis gigantea
6651,Phlebodium aureum
6652,Phlebotomus duboscqi
6653,Phlebotomus papatasi
6654,Phlegmariurus carinatus
6655,Phleum pratense
6656,Phlomis italica
6657,Phoca groenlandica
6658,Phoca vitulina
6659,Phodopus sungorus
6660,Phoenix canariensis
6661,Phoenix dactylifera
6662,Pholiota adiposa
6663,Pholiota nameko
6664,Phoma betae
6665,Phoma herbarum
6666,Phoma sp.
6667,Phomopsis sp.
6668,Phoradendron californicum
6669,Phoradendron dipterum
6670,Phoradendron emarginatum
6671,Phoradendron hexastichon
6672,Phoradendron juniperinum
6673,Phoradendron perrottetii
6674,Phoradendron piauhyanum
6675,Phoradendron piperoides
6676,Phoradendron semivenosum
6677,Phoradendron tunaeforme
6678,Phoradendron undulatum
6679,Phorcus lineatus
6680,Phormia regina
6681,Phormidium autumnale
6682,Phormidium boryanum
6683,Phormidium chlorinum
6684,Phormidium laminosum
6685,Phormidium lapideum
6686,Phormidium sp.
6687,Phormidium tenue
6688,Phormidium uncinatum
6689,Phormidium willei
6690,Phortica okadai
6691,Phortica semivirgo
6692,Phortica variegata
6693,Photinia glabra
6694,Photinus pyralis
6695,Photinus scintillans
6696,Photobacterium angustum
6697,Photobacterium aplysiae
6698,Photobacterium damselae
6699,Photobacterium leiognathi
6700,Photobacterium panuliri
6701,Photobacterium phosphoreum
6702,Photobacterium profundum
6703,Photobacterium rosenbergii
6704,Photobacterium sepia
6705,Photobacterium sp.
6706,Photorhabdus asymbiotica
6707,Photorhabdus laumondii
6708,Photorhabdus luminescens
6709,Photuris pensylvanica
6710,Phragmites australis
6711,Phratora vitellinae
6712,Phrixothrix hirtus
6713,Phrixothrix vivianii
6714,Phryganea sp.
6715,Phrynops hilarii
6716,Phthirusa ovata
6717,Phycomyces blakesleeanus
6718,Phycomyces sp.
6719,Phyla dulcis
6720,Phyllanthus emblica
6721,Phyllobacterium myrsinacearum
6722,Phyllomedusa sauvagii
6723,Phyllophora brodiaei
6724,Phyllophora membranifolia
6725,Phyllostachys bambusoides
6726,Phyllostachys edulis
6727,Phyllostachys praecox
6728,Phyllotreta striolata
6729,Phymatotrichopsis omnivora
6730,Physalis alkekengi
6731,Physalis divaricata
6732,Physalis edulis
6733,Physalis peruviana
6734,Physalis philadelphica
6735,Physalospora obtusa
6736,Physalospora sp.
6737,Physaria fendleri
6738,Physaria lindheimeri
6739,Physarum flavicomum
6740,Physarum polycephalum
6741,Physarum sp.
6742,Physcomitrella appendiculatum
6743,Physcomitrella patens
6744,Physcomitrella sp.
6745,Physella acuta
6746,Physeter catodon
6747,Physisporinus vitreus
6748,Physochlaina orientalis
6749,Phytolacca americana
6750,Phytolacca dioica
6751,Phytolacca insularis
6752,Phytomonas davidi
6753,Phytomonas serpens
6754,Phytomonas sp.
6755,Phytophthora capsici
6756,Phytophthora cinnamomi
6757,Phytophthora colocasiae
6758,Phytophthora erythroseptica
6759,Phytophthora infestans
6760,Phytophthora megasperma
6761,Phytophthora nicotianae
6762,Phytophthora parasitica
6763,Phytophthora ramorum
6764,Phytophthora sojae
6765,Phytophthora undulata
6766,Piaractus mesopotamicus
6767,Pibocella sp.
6768,Picea abies
6769,Picea engelmannii
6770,Picea glauca
6771,Picea rubens
6772,Picea sitchensis
6773,Pichia kudriavzevii
6774,Pichia membranifaciens
6775,Pichia putida
6776,Pichia sp.
6777,Picrophilus oshimae
6778,Picrophilus torridus
6779,Picrorhiza kurrooa
6780,Pieris brassicae
6781,Pieris rapae
6782,Pigmentiphaga kullae
6783,Pigmentiphaga sp.
6784,Pilimelia terevasa
6785,Pilosella officinarum
6786,Pimelobacter simplex
6787,Pimelobacter sp.
6788,Pimephales promelas
6789,Pimpinella anisum
6790,Pinctada fucata
6791,Pinellia ternata
6792,Pinguiochrysis pyriformis
6793,Pinna nobilis
6794,Pinus banksiana
6795,Pinus bungeana
6796,Pinus contorta
6797,Pinus densiflora
6798,Pinus halepensis
6799,Pinus koraiensis
6800,Pinus massoniana
6801,Pinus monophylla
6802,Pinus mugo
6803,Pinus nigra
6804,Pinus palustris
6805,Pinus parviflora
6806,Pinus peuce
6807,Pinus pinaster
6808,Pinus pinea
6809,Pinus ponderosa
6810,Pinus radiata
6811,Pinus resinosa
6812,Pinus sp.
6813,Pinus spp.
6814,Pinus strobus
6815,Pinus sylvestris
6816,Pinus tabuliformis
6817,Pinus taeda
6818,Pinus thunbergii
6819,Piper betle
6820,Piper colubrinum
6821,Piper nigrum
6822,Piper sp.
6823,Piptoporus betulinus
6824,Pirellula sp.
6825,Pirellula staleyi
6826,Piromyces communis
6827,Piromyces equi
6828,Piromyces MC-1
6829,Piromyces sp.
6830,Pisaster ochraceus
6831,Pisolithus tinctorius
6832,Pista pacifica
6833,Pistacia lentiscus
6834,Pistacia terebinthus
6835,Pistia stratiotes
6836,Pisum arvense
6837,Pisum sativum
6838,Pitcairnia imbricata
6839,Pithecia pithecia
6840,Pitho lherminieri
6841,Pituophis catenifer
6842,Pituophis deppei
6843,Placobdella ornata
6844,Placobdella picta
6845,Placopecten magellanicus
6846,Plagiochasma appendiculatum
6847,Plagiomnium affine
6848,Planctopirus limnophila
6849,Planktothricoides raciborskii
6850,Planktothrix agardhii
6851,Planktothrix sp.
